Price,Close,High,Low,Open,Volume
Ticker,INFY,INFY,INFY,INFY,INFY
Date,,,,,
2023-09-13,17.21817970275879,17.266007249909308,17.15122040694647,17.25644320008238,4102400
2023-09-14,17.32340431213379,17.390363614966326,17.24687913396744,17.32340431213379,2914100
2023-09-15,16.979040145874023,17.342534287060197,16.93121259357464,17.294706734760812,16969900
2023-09-18,16.988605499267578,17.103392351061,16.94077612393356,16.979039624200777,3944300
2023-09-19,17.017303466796875,17.04599926807043,16.921646538708664,16.969474090500697,3171400
2023-09-20,17.112958908081055,17.323404518928793,17.10339303263305,17.179918211712902,4888100
2023-09-21,16.969472885131836,17.189482526954176,16.969472885131836,17.132089103979656,5630200
2023-09-22,17.00773811340332,17.17035434879175,16.9694746111923,17.11295909547522,5319300
2023-09-25,16.845121383666992,16.912080686067043,16.653807527234715,16.797292007306847,4992900
2023-09-26,16.51988983154297,16.73989950139456,16.500758079946067,16.672940195309664,5946500
2023-09-27,16.682504653930664,16.749463954327375,16.577281853590634,16.663372903959004,10292100
2023-09-28,16.223352432250977,16.405100415312763,15.993776896832804,16.299879435227872,18047500
2023-09-29,16.366838455200195,16.539020559911307,16.3094432039604,16.385968381109322,9559900
2023-10-02,16.433795928955078,16.44336180309755,16.29031146582588,16.29031146582588,4529900
2023-10-03,16.261615753173828,16.491191286042845,16.24248400264204,16.347706806062728,6775000
2023-10-04,16.682504653930664,16.692070528916496,16.414665627839724,16.443363252797212,7318800
2023-10-05,16.845121383666992,16.883383060250956,16.70163507909071,16.759030330722883,5069500
2023-10-06,17.017303466796875,17.084262769107376,16.778162058828425,16.825989610620457,5476600
2023-10-09,16.979040145874023,17.026867698173408,16.76859636145089,16.816423913750274,8642700
2023-10-10,17.07469940185547,17.218183902811347,17.00774008970969,17.07469940185547,11060900
2023-10-11,16.845121383666992,17.15122209435531,16.78772613203482,17.08426279195526,15897100
2023-10-12,15.74506950378418,16.156393019471846,15.505928094617317,15.687676076445296,26816400
2023-10-13,16.165958404541016,16.443363306524176,16.041605678327116,16.108564978942606,13208800
2023-10-16,16.462493896484375,16.548584950608696,16.23291836032092,16.23291836032092,7474100
2023-10-17,16.59641456604004,16.64424211923876,16.34770727549745,16.34770727549745,7210500
2023-10-18,16.39553451538086,16.52945494588565,16.3572728384539,16.43379801681199,6115500
2023-10-19,16.347707748413086,16.51032398829887,16.32857599677846,16.347707748413086,4830900
2023-10-20,16.232919692993164,16.433799443942902,16.194658012743513,16.26161732155865,5910200
2023-10-23,16.051172256469727,16.271181917987953,15.98421112841688,16.032040505597486,8505800
2023-10-24,16.26048469543457,16.29924531722883,16.134508515936542,16.153889750981822,5602500
2023-10-25,15.8728666305542,16.01822403816374,15.863177861790032,15.950389718741054,4727100
2023-10-26,15.814725875854492,15.960081445272262,15.766274635480684,15.882558351696362,6991300
2023-10-27,15.931011199951172,16.095748002350955,15.892248729600015,15.998843674769379,5591700
2023-10-30,15.989153861999512,16.047295722156516,15.882558911464665,15.989153861999512,5559700
2023-10-31,15.911630630493164,15.998844344135836,15.814726298857265,15.901940012499935,4663500
2023-11-01,15.892247200012207,15.9019378166673,15.766272880088284,15.795342881757422,5943300
2023-11-02,16.17327117919922,16.221722419094817,16.037604380558154,16.10543870402685,9262500
2023-11-03,16.16358184814453,16.32831866451709,16.153891229734796,16.279865572468413,8673700
2023-11-06,16.338008880615234,16.347699498786344,16.202342074516103,16.279865171588565,3979000
2023-11-07,16.270174026489258,16.328315878731576,16.192649092437957,16.279862794949512,2875500
2023-11-08,16.153888702392578,16.21203055545799,16.105437466220767,16.16357931928618,3314000
2023-11-09,15.853487968444824,16.0666760086167,15.834106733439299,16.02791538690195,7329500
2023-11-10,16.11512565612793,16.163578738855986,15.872865787376002,15.892247020467225,5099500
2023-11-13,16.03760528564453,16.095748994756196,15.911630945828787,15.940702800384619,4579800
2023-11-14,16.396148681640625,16.463981152020775,16.212030656111505,16.231411890019032,6902000
2023-11-15,16.822526931762695,16.822526931762695,16.44460025598577,16.44460025598577,10004100
2023-11-16,16.735313415527344,16.96788268494573,16.735313415527344,16.909740829665196,5859600
2023-11-17,16.96788215637207,16.97757277333299,16.735312894198547,16.774073513746036,4249400
2023-11-20,16.9969539642334,17.03571458368278,16.832217172907097,16.870977792356477,5052400
2023-11-21,16.90005111694336,17.006644215946807,16.870979263598954,16.92912112199141,4702200
2023-11-22,17.035715103149414,17.13261942717204,16.958192013590565,17.09385695824449,5435700
2023-11-24,16.929121017456055,16.929121017456055,16.75469544335574,16.851597923979355,2743400
2023-11-27,16.832218170166016,16.88066940942238,16.735313843356984,16.803146317634415,3757400
2023-11-28,17.08416748046875,17.122929951981625,16.803146955185895,16.83221880882055,6783900
2023-11-29,17.074478149414062,17.200452481095653,17.055096914294953,17.1907618635361,6039100
2023-11-30,17.006643295288086,17.14231008858794,16.929120205529422,17.064786998829273,5541400
2023-12-01,17.181072235107422,17.20045347134233,16.8903610847695,16.929121708942894,4766000
2023-12-04,17.142309188842773,17.326425362170774,17.093856105101597,17.28766474347399,5588600
2023-12-05,16.919429779052734,17.16168966831727,16.85159730578607,17.045405956516205,5016100
2023-12-06,17.142309188842773,17.307045976970457,17.11323733859807,17.248902276481047,6891300
2023-12-07,17.093856811523438,17.161689283268178,17.03571495692741,17.122928662969567,3340000
2023-12-08,17.336116790771484,17.37487925957968,17.19076122933325,17.336116790771484,4581100
2023-12-11,16.8709774017334,17.33611591413351,16.783763699621357,17.25859282873349,8516800
2023-12-12,17.006643295288086,17.01633391254495,16.803145877782686,16.958192057300018,5521000
2023-12-13,16.929121017456055,16.929121017456055,16.75469544335574,16.851597923979355,9025600
2023-12-14,17.801258087158203,17.89816056755166,17.40395015470041,17.442712625494863,14029200
2023-12-15,18.091968536376953,18.392370280415754,18.053206067057744,18.34391904206301,8252300
2023-12-18,18.21794319152832,18.266396279045587,17.97568329883089,18.111350095582935,4898200
2023-12-19,18.208253860473633,18.363300039152065,18.10165891952112,18.10165891952112,5257800
2023-12-20,17.849708557128906,18.101659061532015,17.849708557128906,17.956303498917674,6181000
2023-12-21,17.840017318725586,17.985372876279186,17.617138673923648,17.927231022916985,7763900
2023-12-22,18.179183959960938,18.305158300546402,18.062898389323518,18.121042098790447,7018100
2023-12-26,17.878780364990234,18.091968399747095,17.801257275233535,18.06289654797724,3866200
2023-12-27,18.02413558959961,18.101658677904062,17.878780030065787,18.06289620960373,4338000
2023-12-28,17.98537254333496,18.101658096202886,17.9563025413401,18.03382562715333,3308700
2023-12-29,17.810945510864258,17.95630291706472,17.752803657361792,17.927231066165387,2864800
2024-01-02,17.520235061645508,17.7140437117558,17.462093205930927,17.675281242415235,8963600
2024-01-03,17.481475830078125,17.500855217992466,17.006644784396627,17.01633540250201,12408800
2024-01-04,17.510543823242188,17.70435246647843,17.452401969589797,17.636519995834604,6707600
2024-01-05,17.539615631103516,17.752803659502394,17.510543780200678,17.684971189025305,10479200
2024-01-08,17.8303279876709,17.84970922295477,17.529926233956242,17.539616851598176,7538600
2024-01-09,17.68497085571289,17.849707644465077,17.646208388573005,17.78187517526644,6106100
2024-01-10,17.539615631103516,17.743113042534784,17.423330075788364,17.714043039928143,13572600
2024-01-11,18.237323760986328,18.54741611659519,18.05320573173248,18.062896348882287,17927300
2024-01-12,18.993175506591797,19.438932811398825,18.809057474986336,18.809057474986336,21182400
2024-01-16,18.867198944091797,18.96410326654754,18.61524844502535,18.789675855786445,13410000
2024-01-17,18.935033798217773,19.099768748258473,18.86719947677621,18.954413184619092,11273100
2024-01-18,19.216054916381836,19.342029249311018,19.041627495175025,19.20636429872631,9891800
2024-01-19,19.37110137939453,19.40986385057116,19.119150861635514,19.18698333789826,7921000
2024-01-22,19.25481605529785,19.380790379514366,19.225744204341947,19.312957908913457,5823300
2024-01-23,19.17729377746582,19.33233995918501,19.002866360957665,19.090080069211744,8984900
2024-01-24,19.37110137939453,19.555219420890804,19.34202952601206,19.477696326833904,10476100
2024-01-25,19.468006134033203,19.535838611776754,19.24512746479114,19.38079242027824,7290500
2024-01-26,19.593978881835938,19.739336291832153,19.497076406233454,19.535837026815198,5696300
2024-01-29,19.545528411865234,19.545528411865234,19.448624084159697,19.526147176664864,5283800
2024-01-30,19.332340240478516,19.448623954311742,19.245126530955442,19.409863332466102,6409700
2024-01-31,19.245126724243164,19.52614724240947,19.23543610661035,19.419554145041165,6594300
2024-02-01,19.564908981323242,19.593978984838305,19.216054152772447,19.245126004583764,8251300
2024-02-02,19.719955444335938,19.85562039147841,19.57459987978382,19.700574209516645,6117900
2024-02-05,19.6715030670166,19.71995615581297,19.57460058601656,19.69088430253515,3604800
2024-02-06,19.971904754638672,20.097879076818433,19.865309817819984,20.010665373656995,7549400
2024-02-07,19.7974796295166,19.845930870946432,19.506766636048475,19.681194062470073,5739100
2024-02-08,19.564908981323242,19.87500134079228,19.545527746782362,19.79747825092502,6885700
2024-02-09,19.47769546508789,19.623051028976608,19.4292423782608,19.526146703618704,5895300
2024-02-12,19.516456604003906,19.61336093193258,19.468005364187732,19.468005364187732,4253200
2024-02-13,19.245126724243164,19.390482292142725,19.196673636079094,19.303268581743723,6914100
2024-02-14,19.555217742919922,19.574598976845195,19.371099717222233,19.438932187664488,7591100
2024-02-15,19.68119239807129,19.700573632322744,19.564908689155025,19.64243177786461,5247500
2024-02-16,19.836238861083984,19.942833802705458,19.63274144340254,19.71995515049352,5516600
2024-02-20,19.400171279907227,19.76840547753604,19.3710994294512,19.652121772304277,7587200
2024-02-21,19.1676025390625,19.322648715758366,19.07069821655353,19.17729315614302,6192500
2024-02-22,19.68119239807129,19.729645483699922,19.516455603526392,19.574599306280753,6590200
2024-02-23,19.48738670349121,19.632742272012226,19.477696085816966,19.584289183641,4228200
2024-02-26,19.37110137939453,19.40986385057116,19.21605519128073,19.312959520925947,5145700
2024-02-27,19.38079071044922,19.43893256505762,19.312958238690044,19.361409476147674,2751500
2024-02-28,19.332340240478516,19.342029009717695,19.19667344327801,19.332340240478516,4344500
2024-02-29,19.342029571533203,19.468005754857373,19.312959566378673,19.40986389625195,6256900
2024-03-01,19.216054916381836,19.303268626985243,19.148222441089484,19.303268626985243,6151800
2024-03-04,19.186983108520508,19.196673726198814,18.896271971356633,19.03193692226026,6821800
2024-03-05,18.692773818969727,18.886580620119368,18.624939497856275,18.789676295396415,7522600
2024-03-06,18.73153305053711,19.012555386560223,18.702461200787646,18.9156510690248,9226500
2024-03-07,18.789676666259766,18.91565284537495,18.74122542709011,18.89627161038857,11084100
2024-03-08,18.6637020111084,18.84782004368688,18.65401139378361,18.79936695706293,8183300
2024-03-11,18.624940872192383,18.70246396803193,18.576489630403817,18.61525025417539,8544100
2024-03-12,18.818748474121094,18.96410403958173,18.750916000125883,18.82843909159131,11415900
2024-03-13,18.789676666259766,18.847820371218912,18.692774187920453,18.750916044583303,7171000
2024-03-14,19.05131721496582,19.293577100047578,18.964103508472686,19.186982159156805,8476900
2024-03-15,18.63463020324707,19.051317507718124,18.62493958589934,19.012556886623475,13296100
2024-03-18,18.576488494873047,18.634630351124553,18.47958416892302,18.59586972972231,6324200
2024-03-19,18.266395568847656,18.266395568847656,18.05320568865311,18.111349391413203,9561000
2024-03-20,18.34391975402832,18.34391975402832,18.0628973854458,18.091969238563546,9677300
2024-03-21,17.646209716796875,17.917541462310624,17.56868662497813,17.781876513701903,22905000
2024-03-22,17.1713809967041,17.558998314214563,17.142310991698263,17.549307696447165,15028500
2024-03-25,17.08416748046875,17.239215518223876,17.045406857252246,17.239215518223876,12454500
2024-03-26,17.20045280456543,17.268285280461654,17.093857857702023,17.161690333598248,10500900
2024-03-27,17.239213943481445,17.287665180150313,17.13261900485449,17.2779745631573,6074600
2024-03-28,17.374879837036133,17.43302169388453,17.239214888291105,17.239214888291105,7019600
2024-04-01,17.035715103149414,17.365188695848587,16.958192013590565,17.336116844152926,14601600
2024-04-02,17.035715103149414,17.064786954845076,16.85159707233605,16.890359541263603,12687000
2024-04-03,17.1713809967041,17.268285326081717,16.97757418624522,17.00664419125106,8871400
2024-04-04,17.20045280456543,17.46209393870487,17.10354847544382,17.190762186823633,12716500
2024-04-05,17.27797508239746,17.29735631696594,17.10354766787369,17.152000754294882,5967200
2024-04-08,17.30704689025879,17.403949366262346,17.18107071418016,17.190761331439766,8716600
2024-04-09,17.6268310546875,17.70435414969315,17.4524036288507,17.471784864676206,13467900
2024-04-10,17.442710876464844,17.52023396198395,17.307045938880442,17.442710876464844,11553000
2024-04-11,17.38456916809082,17.578375959342416,17.297355465123943,17.578375959342416,13389200
2024-04-12,17.1713809967041,17.307047797151302,16.987264804012618,17.22952470330848,17657700
2024-04-15,16.735313415527344,17.161689485312927,16.725622798264546,17.142310099083584,11374300
2024-04-16,16.522123336791992,16.657790128569236,16.454290865051487,16.454290865051487,13033300
2024-04-17,16.425220489501953,16.648099133966454,16.34769740237099,16.609336666252876,17034100
2024-04-18,15.9988431930542,16.376768026117315,15.543395269919255,15.75658330554271,31702900
2024-04-19,16.289552688598633,16.425219468869887,16.16357837294969,16.241101455263518,16181900
2024-04-22,16.76438331604004,16.851597022573234,16.4349097243138,16.522123430846996,19944700
2024-04-23,16.628719329833984,16.832218606234598,16.599647476549226,16.764384281903492,8832400
2024-04-24,16.512434005737305,16.696550180393963,16.405839069033643,16.628717710962967,10685000
2024-04-25,16.48336410522461,16.57057781860911,16.30893667845561,16.493054723189154,10657300
2024-04-26,16.415529251098633,16.59964542087911,16.357385551729525,16.580266036052194,8845000
2024-04-29,16.44460105895996,16.56088662217626,16.405840436752076,16.42522167200418,7426500
2024-04-30,16.192649841308594,16.42522095762603,16.192649841308594,16.40583972321687,11349100
2024-05-01,16.25079345703125,16.367077166267578,16.163579750955886,16.20234037126925,6966200
2024-05-02,16.347698211669922,16.38645883300617,16.115127090467315,16.328316976853657,8716700
2024-05-03,16.405839920043945,16.463981775672732,16.338007447094316,16.396149302723103,4035300
2024-05-06,16.44460105895996,16.512435382342325,16.42522167200418,16.473672911838115,4209700
2024-05-07,16.599647521972656,16.657791228701278,16.463982569531915,16.531815045752285,8843200
2024-05-08,16.56088638305664,16.609337622190996,16.37676834741275,16.46398205649163,4739100
2024-05-09,16.44460105895996,16.531814769298105,16.36707796624787,16.512435382342325,12308400
2024-05-10,16.347698211669922,16.434910071750547,16.270175120701147,16.415530685230564,10340700
2024-05-13,16.396148681640625,16.512434236789595,16.367076830779332,16.415529915548152,5923300
2024-05-14,16.425220489501953,16.48336234277613,16.338006785442595,16.473671725847737,9395500
2024-05-15,16.522123336791992,16.599646425680604,16.338007155866688,16.493053333643907,4019700
2024-05-16,16.706241607666016,16.754694694107407,16.619027900367772,16.67716975580118,10753400
2024-05-17,16.599647521972656,16.638409993125073,16.493054422896225,16.619028757548865,7986000
2024-05-20,16.599647521972656,16.686861233769235,16.580268134692805,16.628719375336967,6096100
2024-05-21,16.48336410522461,16.58026843657365,16.473673487260065,16.531815346750935,7889700
2024-05-22,16.735313415527344,16.774074036282283,16.657790325721216,16.725622798264546,8385600
2024-05-23,16.861286163330078,16.977571711290626,16.832216162562002,16.900048628748955,9249300
2024-05-24,16.822526931762695,16.938810641004647,16.793455080304092,16.861287552077936,9241000
2024-05-28,16.78376579284668,16.851598269994557,16.735314551540018,16.77407517492607,11508000
2024-05-29,16.502744674682617,16.619028388968186,16.47367282196307,16.58995838454495,8563800
2024-05-30,16.347698211669922,16.434910071750547,16.25079388588488,16.38645883300617,11351700
2024-05-31,16.56026268005371,16.62946944625148,16.243887814153645,16.54048877949922,14253800
2024-06-03,16.659130096435547,16.70856296148344,16.49105571523261,16.678903996751874,8585300
2024-06-04,16.609695434570312,16.609695434570312,16.372414286732784,16.500942753734115,8822800
2024-06-05,16.955730438232422,16.98539128762238,16.80742996276833,16.896410625195358,7513200
2024-06-06,17.3413143157959,17.351199380065434,17.19301195135233,17.232559751402054,7386000
2024-06-07,17.80599021911621,17.96417765286823,17.70712260158546,17.85542308501011,11158200
2024-06-10,17.637914657592773,17.667575506594833,17.45006638539872,17.50938619766001,6404300
2024-06-11,17.588481903076172,17.61814086651765,17.40063362972783,17.608253916789543,5756500
2024-06-12,17.657690048217773,17.70712291498659,17.548935478434785,17.598368345203603,6033900
2024-06-13,17.60825538635254,17.69723605558887,17.539048618222726,17.647803188565575,6851000
2024-06-14,17.588481903076172,17.608253916789543,17.420407529184043,17.47972734180984,6694600
2024-06-17,17.73678207397461,17.786214936026333,17.529159904723187,17.568707702958815,6348700
2024-06-18,17.707122802734375,17.865310238283367,17.67746195141532,17.776329570069187,10828100
2024-06-20,18.063045501708984,18.270665804013625,17.954290932458182,18.211345987032725,17345600
2024-06-21,17.855422973632812,18.0333843069295,17.697235540867524,18.003723456132402,22822100
2024-06-24,17.93451690673828,17.98395165866415,17.756555571291088,17.78621642244661,5758800
2024-06-25,18.132251739501953,18.15202563983232,17.95429040801451,18.053158023923416,8733100
2024-06-26,18.01361083984375,18.142139310647554,17.95429102256514,18.082819493368948,8693400
2024-06-27,18.41896629333496,18.488174946527845,18.339872575428934,18.40908122862182,8949300
2024-06-28,18.409080505371094,18.527720134697564,18.32998679057248,18.47828727010202,9520300
2024-07-01,18.547494888305664,18.735343176749904,18.498060135692445,18.666134523091397,8064200
2024-07-02,19.012168884277344,19.04182973371709,18.82432249505419,18.883642308190826,10531700
2024-07-03,19.150585174560547,19.20990499041881,19.061604507901677,19.071491458168545,7252400
2024-07-05,19.209903717041016,19.348317240116184,19.130810005891945,19.229677616263988,7709600
2024-07-08,19.279111862182617,19.40763844487027,19.249451011219488,19.387866429971137,10910900
2024-07-09,19.081377029418945,19.368092937543338,19.071491964632514,19.35820598701391,12586700
2024-07-10,19.150585174560547,19.288998706810812,18.942962990442204,19.22967889095255,16768700
2024-07-11,19.66469383239746,19.84265516973476,19.36809286066396,19.41752572737188,14459300
2024-07-12,20.168916702270508,20.228236518613713,19.90197470011165,19.931635551154734,10583500
2024-07-15,20.07993507385254,20.178802686854684,19.941521547095256,19.941521547095256,11641700
2024-07-16,20.42597198486328,20.42597198486328,20.238123697620622,20.277671499458226,7137500
2024-07-17,20.29744529724121,20.445745781892715,20.228236644377066,20.307332247650372,14389200
2024-07-18,21.997961044311523,22.353883714084198,21.27623064015512,21.414644173625398,42176100
2024-07-19,21.434417724609375,21.622266006784795,21.068608110451233,21.068608110451233,16443500
2024-07-22,21.54317283630371,21.54317283630371,21.216909128914793,21.43441826717407,8459600
2024-07-23,21.829885482788086,21.849659382429977,21.48384978202646,21.61237824395588,9992300
2024-07-24,21.61237907409668,21.859547171885552,21.58271822349456,21.622266024297385,7859100
2024-07-25,21.760679244995117,21.879318874224193,21.543172000913206,21.543172000913206,11403500
2024-07-26,22.531845092773438,22.680145576886034,22.18580937268207,22.205581387685573,15980100
2024-07-29,22.343996047973633,22.46263567693544,22.255015383380826,22.373655012342635,8940800
2024-07-30,22.353883743286133,22.42309051011168,22.24512917499286,22.29456204108455,6682900
2024-07-31,21.879318237304688,22.393428310979058,21.503623574692092,22.314334598547838,18250700
2024-08-01,22.047393798828125,22.185809217341294,21.918867216361917,22.03750873426707,10759600
2024-08-02,21.52339744567871,21.602491158004995,21.236681559906657,21.582717258487712,10940900
2024-08-05,20.56438446044922,20.791780537815335,20.1491419912602,20.30733130471863,14844400
2024-08-06,20.752233505249023,20.851101122662207,20.65336588783584,20.732459604617794,9996700
2024-08-07,20.732458114624023,21.187248367742768,20.71268610115672,21.04883484475754,8944600
2024-08-08,20.90053367614746,20.930194526651032,20.643478629011945,20.66325252934766,8243300
2024-08-09,21.0587215423584,21.177363061080545,20.900534107890845,20.989514775496716,7794500
2024-08-12,21.068607330322266,21.20702274215187,20.96973971779908,21.068607330322266,11669500
2024-08-13,21.345436096191406,21.424529808423877,21.137813922991892,21.137813922991892,7691800
2024-08-14,21.503623962402344,21.523397862302385,21.315775684837718,21.365210434587823,5350300
2024-08-15,21.582717895507812,21.75079227487978,21.562943995406897,21.642037710067655,6838200
2024-08-16,21.760679244995117,21.819999059609653,21.651924680082708,21.750792294935543,5219100
2024-08-19,22.00784683227539,22.0572796956916,21.800224657293004,21.839772456620263,5276900
2024-08-20,22.057279586791992,22.136373299313153,21.93863996088168,22.017733673402837,5588900
2024-08-21,22.314334869384766,22.324221819276527,22.116601528778176,22.126486592927062,7843700
2024-08-22,22.08694076538086,22.25501514271159,22.057279915589714,22.15614752915065,4273000
2024-08-23,22.08694076538086,22.15614752915065,21.899092488189368,22.096827715311242,4428500
2024-08-26,22.185808181762695,22.245127995074892,22.057279719552923,22.057279719552923,4569000
2024-08-27,22.541728973388672,22.65048353603891,22.27478887030434,22.30444783412323,8258200
2024-08-28,22.739463806152344,23.21402607648507,22.709802957102987,22.759237705518583,7492200
2024-08-29,22.93720054626465,23.055840178827733,22.749352261339645,22.749352261339645,5756200
2024-08-30,23.016294479370117,23.10527514749954,22.867992108659095,23.026181429800385,6375000
2024-09-03,22.719690322875977,23.06572602515114,22.630709659841138,22.917425548674032,5793200
2024-09-04,22.798784255981445,22.838332055819713,22.57139006414007,22.60105091401877,5558000
2024-09-05,22.640596389770508,22.937199225586337,22.591163526672627,22.769124851013554,6270100
2024-09-06,22.28467559814453,22.660370260136197,22.23524084936744,22.56150264832486,7517300
2024-09-09,22.36376953125,22.502183057706766,22.304447832131785,22.502183057706766,4585000
2024-09-10,22.670257568359375,22.670257568359375,22.39342862805891,22.512070141257073,6484400
2024-09-11,22.660371780395508,22.69003263165168,22.304449108293372,22.630710929139337,5590600
2024-09-12,22.98663330078125,23.06572701735422,22.81855891734582,22.98663330078125,5643300
2024-09-13,22.93720054626465,23.06572712916515,22.887765794577565,23.006407312883606,5273400
2024-09-16,22.92731285095215,23.026180465370864,22.78889743646879,22.93719980096831,6747300
2024-09-17,22.70980453491211,23.15470787284886,22.561504050847514,23.0162943391543,10352700
2024-09-18,22.22535514831543,22.44286428366942,22.136374481260244,22.22535514831543,7051700
2024-09-19,22.4329776763916,22.55161731045072,22.36377090889995,22.47252359249698,6281100
2024-09-20,22.591163635253906,22.640596498589378,22.353882496906493,22.383541460610633,21841100
2024-09-23,22.4329776763916,22.47252359249698,22.235242438635762,22.46263664203489,4900300
2024-09-24,22.324222564697266,22.462636096317887,22.205581047777493,22.363770365584838,7015300
2024-09-25,22.3044490814209,22.353883833454958,22.19569639843192,22.255016215129814,9151500
2024-09-26,22.69991683959961,22.996519683738157,22.601051110629662,22.78889750426688,10927900
2024-09-27,22.13637351989746,22.44286330899606,22.08694065623272,22.363769595686747,9702000
2024-09-30,22.01773452758789,22.166035008600574,21.829886245908934,22.02762147775446,11576900
2024-10-01,22.13637351989746,22.26490198261439,22.01773389280493,22.166034369542032,8366500
2024-10-02,22.067167282104492,22.18580879776591,21.91886680183491,22.106715082572606,5273100
2024-10-03,22.156147003173828,22.17592090256517,21.938639767097595,21.938639767097595,7816800
2024-10-04,22.531845092773438,22.62082387464662,22.334109856794665,22.353883757541134,9261000
2024-10-07,22.650484085083008,22.808671515094407,22.462635804790878,22.472522754884455,7549400
2024-10-08,23.05583953857422,23.095387338825656,22.818558394294314,22.877878208928564,7722500
2024-10-09,23.006406784057617,23.115159463783492,22.947085083396686,23.055839648865476,4269500
2024-10-10,22.393428802490234,22.472522516657477,22.195695459943575,22.3736549025127,7665900
2024-10-11,22.670257568359375,22.72957738208702,22.521957091168826,22.571389954984717,5065600
2024-10-14,23.095386505126953,23.18436716673775,22.937199081317274,23.016292793222114,7100000
2024-10-15,22.759239196777344,23.016294248153024,22.70980444512262,22.917426630586537,10562700
2024-10-16,22.640596389770508,22.670257239074946,22.442863051636138,22.502182864502164,13868500
2024-10-17,22.403316497802734,22.472523264283613,21.770566763414188,21.928754197011326,16539000
2024-10-18,22.255016326904297,22.2846771782737,21.96830042089567,22.136374807169663,11307600
2024-10-21,21.948528289794922,22.027622007285913,21.731019152387457,21.740906102791705,10411900
2024-10-22,21.908979415893555,21.99796007943384,21.800224852512567,21.800224852512567,5733800
2024-10-23,21.958412170410156,22.116601482605198,21.8595464431847,21.928753206539668,4532000
2024-10-24,21.80022430419922,22.067166288106026,21.770565340927018,21.9584117274604,7199600
2024-10-25,21.642038345336914,21.839773580664474,21.622266330398528,21.80022577930178,6572800
2024-10-28,21.81999969482422,21.968300178549278,21.80022579412942,21.95841322820188,3887200
2024-10-29,21.770000457763672,21.969999313354492,21.6299991607666,21.68000030517578,8789300
2024-10-30,21.1200008392334,21.559999465942383,21.110000610351562,21.520000457763672,8486700
2024-10-31,20.90999984741211,21.079999923706055,20.8700008392334,21.040000915527344,8615100
2024-11-01,20.760000228881836,21.040000915527344,20.760000228881836,20.8799991607666,9285500
2024-11-04,20.719999313354492,20.8799991607666,20.649999618530273,20.760000228881836,11936900
2024-11-05,20.709999084472656,20.809999465942383,20.65999984741211,20.780000686645508,9558400
2024-11-06,21.399999618530273,21.600000381469727,21.200000762939453,21.510000228881836,17779900
2024-11-07,21.649999618530273,21.65999984741211,21.34000015258789,21.440000534057617,12341100
2024-11-08,21.75,22.0,21.65999984741211,21.65999984741211,7743000
2024-11-11,22.040000915527344,22.1299991607666,21.770000457763672,21.8799991607666,6092100
2024-11-12,22.020000457763672,22.170000076293945,21.989999771118164,22.020000457763672,3848800
2024-11-13,22.040000915527344,22.059999465942383,21.799999237060547,21.979999542236328,5432100
2024-11-14,21.81999969482422,22.030000686645508,21.809999465942383,21.940000534057617,6169200
2024-11-15,21.530000686645508,21.75,21.3700008392334,21.709999084472656,7650200
2024-11-18,21.600000381469727,21.670000076293945,21.270000457763672,21.329999923706055,4816400
2024-11-19,21.729999542236328,21.950000762939453,21.43000030517578,21.43000030517578,6033100
2024-11-20,21.989999771118164,22.030000686645508,21.799999237060547,22.0,7812600
2024-11-21,21.959999084472656,22.040000915527344,21.770000457763672,21.81999969482422,6121500
2024-11-22,22.790000915527344,22.809999465942383,22.299999237060547,22.40999984741211,8678600
2024-11-25,22.84000015258789,22.8799991607666,22.450000762939453,22.479999542236328,11805800
2024-11-26,23.18000030517578,23.200000762939453,22.899999618530273,22.940000534057617,7339500
2024-11-27,22.739999771118164,23.1200008392334,22.56999969482422,23.010000228881836,9141100
2024-11-29,22.06999969482422,22.239999771118164,22.0,22.139999389648438,5620900
2024-12-02,22.200000762939453,22.280000686645508,22.010000228881836,22.110000610351562,5836200
2024-12-03,22.1200008392334,22.399999618530273,22.030000686645508,22.290000915527344,8215700
2024-12-04,22.520000457763672,22.610000610351562,22.270000457763672,22.34000015258789,5866400
2024-12-05,22.860000610351562,23.09000015258789,22.75,22.760000228881836,5984600
2024-12-06,22.860000610351562,22.979999542236328,22.799999237060547,22.8799991607666,4709600
2024-12-09,23.15999984741211,23.40999984741211,23.010000228881836,23.010000228881836,6292000
2024-12-10,23.239999771118164,23.3799991607666,22.959999084472656,23.1299991607666,6600900
2024-12-11,23.360000610351562,23.510000228881836,23.190000534057617,23.239999771118164,6193400
2024-12-12,23.25,23.469999313354492,23.149999618530273,23.3700008392334,5750900
2024-12-13,23.399999618530273,23.6299991607666,23.280000686645508,23.520000457763672,4443500
2024-12-16,23.350000381469727,23.579999923706055,23.309999465942383,23.350000381469727,9862100
2024-12-17,23.1299991607666,23.3799991607666,23.1200008392334,23.329999923706055,3890600
2024-12-18,22.649999618530273,23.290000915527344,22.6200008392334,23.1299991607666,6071000
2024-12-19,23.420000076293945,23.6200008392334,23.100000381469727,23.18000030517578,9178400
2024-12-20,22.729999542236328,22.969999313354492,22.440000534057617,22.6299991607666,12356700
2024-12-23,22.780000686645508,22.84000015258789,22.510000228881836,22.729999542236328,3622600
2024-12-24,22.770000457763672,22.81999969482422,22.549999237060547,22.579999923706055,2051600
2024-12-26,22.639999389648438,22.760000228881836,22.600000381469727,22.639999389648438,3440300
